"","Rd","#","Phase","POS","Drafted From","Year","Tm","Name"
"11475",2,41,"JR","2B","East Carolina University",2021,"Baltimore Orioles","Connor Norby"
"11476",2,42,"JR","SS","Auburn University",2021,"Arizona Diamondbacks","Ryan Bliss"
"11477",2,43,"JR","RHP","Blue Valley Southwest High School (Overland Park, KS)",2021,"Kansas City Royals","Ben Kudrna"
"11478",2,44,"JR","RHP","Louisiana State University",2021,"Colorado Rockies","Jaden Hill"
"11479",2,45,"JR","LHP","St. Mary's College",2021,"Los Angeles Angels","Ky Bush"
"11480",2,46,"JR","RHP","St Mary Catholic Secondary School (Ontario, Canada)",2021,"New York Mets","Calvin Ziegler"
"11481",2,47,"JR","OF","Trinity High School (Louisville, KY)",2021,"Washington Nationals","Daylen Lile"
"11482",2,48,"JR","SS","Central Pointe Christian Academy (Kissimmee, FL)",2021,"Seattle Mariners","Edwin Arroyo"
"11483",2,49,"JR","OF","University of South Alabama",2021,"Philadelphia Phillies","Ethan Wilson"
"11484",2,50,"JR","LHP","Fordham University",2021,"San Francisco Giants","Matt Mikulski"
"11485",2,51,"JR","LHP","Texas Christian University",2021,"Milwaukee Brewers","Russell Smith"
"11486",2,52,"JR","SS","Boston College",2021,"Miami Marlins","Cody Morissette"
"11487",2,53,"JR","LHP","University of Virginia",2021,"Cincinnati Reds","Andrew Abbott"
"11488",2,54,"JR","OF","Dexter Southfield School (Brookline, MA)",2021,"St. Louis Cardinals","Joshua Baez"
"11489",2,55,"JR","RHP","Stanford University",2021,"New York Yankees","Brendan Beck"
"11490",2,56,"JR","3B","James Madison High School (Vienna, VA)",2021,"Chicago Cubs","James Triantos"
"11491",2,57,"JR","SS","Deer Mountain High School (Glendale, AZ)",2021,"Chicago White Sox","Wes Kath"
"11492",2,58,"JR","LHP","Ole Miss",2021,"Cleveland Indians","Doug Nikhazy"
"11493",2,59,"JR","RHP","University of Nebraska",2021,"Atlanta Braves","Spencer Schwellenbach"
"11494",2,60,"JR","3B","University of Virginia",2021,"Oakland Athletics","Zack Gelof"
"11495",2,61,"JR","LHP","University of Michigan",2021,"Minnesota Twins","Steven Hajjar"
"11496",2,62,"JR","OF","IMG Academy (Bradenton, FL)",2021,"San Diego Padres","James Wood"
"11497",2,63,"JR","1B","Washington State University",2021,"Tampa Bay Rays","Kyle Manzardo"
"11498",2,64,"JR","OF","Malvern Preparatory School (Malvern, PA)",2021,"Pittsburgh Pirates","Lonnie White Jr."
"11499",2,65,"JR","OF","Southern Miss",2021,"Baltimore Orioles","Reed Trimble"
"11500",2,66,"JR","2B","University of Alabama",2021,"Kansas City Royals","Peyton Wilson"
"11501",2,67,"JR","C","University of Miami",2021,"Arizona Diamondbacks","Adrian Del Castillo"
"11502",2,68,"JR","LHP","University of Ohio",2021,"Colorado Rockies","Joe Rock"
"11503",2,69,"JR","RHP","University of Florida",2021,"Cleveland Indians","Tommy Mace"
"11504",2,70,"JR","OF","University of Arizona",2021,"St. Louis Cardinals","Ryan Holgate"
"11505",2,71,"JR","LHP","University of Houston",2021,"San Diego Padres","Robert Gasser"
"11506",3,72,"JR","RHP","North Oconee High School (Oconee, GA)",2021,"Pittsburgh Pirates","Bubba Chandler"
"11507",3,73,"JR","SS","Barbers Hill High School (Barbers Hill, TX)",2021,"Texas Rangers","Cameron Cauley"
"11508",3,74,"JR","RHP","University of Alabama",2021,"Detroit Tigers","Dylan Smith"
"11509",3,75,"JR","2B","NC State",2021,"Boston Red Sox","Tyler McDonough"
"11510",3,76,"JR","OF","University of Kentucky",2021,"Baltimore Orioles","John Rhodes"
"11511",3,77,"JR","RHP","ELEV8 Baseball Academy (Delray Beach, FL)",2021,"Arizona Diamondbacks","Jacob Steinmetz"
"11512",3,78,"JR","C","Park Hill Senior High School (Kansas City, MO)",2021,"Kansas City Royals","Carter Jensen"
"11513",3,79,"JR","RHP","Indiana University Bloomington",2021,"Colorado Rockies","McCade Brown"
"11514",3,80,"JR","RHP","Louisiana State University",2021,"Los Angeles Angels","Landon Marceaux"
"11515",3,81,"JR","RHP","Dallas Baptist",2021,"New York Mets","Dominic Hamel"
"11516",3,82,"JR","OF","University of Arizona",2021,"Washington Nationals","Branden Boissiere"
"11517",3,83,"JR","RHP","East Pennsboro High School (Enola, PA)",2021,"Seattle Mariners","Michael Morales"
"11518",3,84,"JR","OF","Rick Reedy High School (Frisco, TX)",2021,"Philadelphia Phillies","Jordan Viars"
"11519",3,85,"JR","RHP","Lehigh University",2021,"San Francisco Giants","Mason Black"
"11520",3,86,"JR","RHP","University of Louisville",2021,"Milwaukee Brewers","Alex Binelas"
"11521",3,87,"JR","OF","Bishop Gorman High School (Las Vegas, NV)",2021,"Houston Astros","Tyler Whitaker"
"11522",3,88,"JR","SS","Pensacola Catholic High School (Pensacola, FL)",2021,"Miami Marlins","Jordan McCants"
"11523",3,89,"JR","SS","North Carolina State University",2021,"Cincinnati Reds","Jose Torres"
"11524",3,90,"JR","RHP","University of North Carolina at Chapel Hill",2021,"St. Louis Cardinals","Austin Love"
"11525",3,91,"JR","LHP","Golden West College",2021,"Toronto Blue Jays","Ricky Tiedeman"
"11526",3,92,"JR","LHP","Hamilton High School (Chandler, AZ)",2021,"New York Yankees","Brock Selvidge"
"11527",3,93,"JR","LHP","IMG Academy (Bradenton, FL)",2021,"Chicago Cubs","Drew Gray"
"11528",3,94,"JR","RHP","University of Maryland",2021,"Chicago White Sox","Sean Burke"
"11529",3,95,"JR","SS","Lakeland Christian School (Lakeland, FL)",2021,"Cleveland Indians","Jake Fox"
"11530",3,96,"JR","LHP","Southeast Missouri State University",2021,"Atlanta Braves","Dylan Dodd"
"11531",3,97,"JR","RHP","Gardner-Webb University",2021,"Oakland Athletics","Mason Miller"
"11532",3,98,"JR","LHP","University of Nebraska",2021,"Minnesota Twins","Cade Povich"
"11533",3,99,"JR","RHP","University of Arkansas",2021,"San Diego Padres","Kevin Kopps"
"11534",3,100,"JR","2B","Parkview High School (Lilburn, GA)",2021,"Tampa Bay Rays","Ryan Spikes"
"11535",3,101,"JR","RHP","Gilman School (Baltimore, MD)",2021,"Los Angeles Dodgers","Peter Heubeck"
"11536",4,102,"JR","RHP","U-32 High School (Montpelier, VT)",2021,"Pittsburgh Pirates","Owen Kellington"
"11537",4,103,"JR","C","Wahlert Catholic High School (Dubuque, IA)",2021,"Texas Rangers","Ian Moller"
"11538",4,104,"JR","RHP","Bryant University",2021,"Detroit Tigers","Tyler Mattison"
"11539",4,105,"JR","RHP","Leadership Christian Academy (Guaynabo, PR)",2021,"Boston Red Sox","Elmer Rodriguez-Cruz"
"11540",4,106,"JR","OF","University of Arizona",2021,"Baltimore Orioles","Donta' Williams"
"11541",4,107,"JR","RHP","Purdue University Northwest",2021,"Arizona Diamondbacks","Chad Patrick"
"11542",4,108,"JR","RHP","Red Bank Catholic High School (Red Bank, NJ)",2021,"Kansas City Royals","Shane Panzini"
"11543",4,109,"JR","C","University of Memphis",2021,"Colorado Rockies","Hunter Goodman"
"11544",4,110,"JR","RHP","Vanderbilt University",2021,"Los Angeles Angels","Luke Murphy"
"11545",4,111,"JR","1B","UCLA",2021,"New York Mets","JT Schwartz"
"11546",4,112,"JR","LHP","Texas A&M University",2021,"Washington Nationals","Dustin Saenz"
"11547",4,113,"JR","RHP","Texas A&M University",2021,"Seattle Mariners","Bryce Miller"
"11548",4,114,"JR","RHP","Trenton High School (Trenton, MI)",2021,"Philadelphia Phillies","Micah Ottenbreit"
"11549",4,115,"JR","RHP","JSerra Catholic High School (San Juan Capistrano, CA)",2021,"San Francisco Giants","Eric Silva"
"11550",4,116,"JR","RHP","McLennan Community College",2021,"Milwaukee Brewers","Logan Henderson"
"11551",4,117,"JR","SS","Calvary Christian Academy (Fort Lauderdale, FL)",2021,"Houston Astros","Alex Ulloa"
"11552",4,118,"JR","OF","Mississippi State University",2021,"Miami Marlins","Tanner Allen"
"11553",4,119,"JR","1B","San Jose State University",2021,"Cincinnati Reds","Ruben Ibarra"
"11554",4,120,"JR","RHP","Washington State University",2021,"St. Louis Cardinals","Zane Mills"
"11555",4,121,"JR","RHP","University of Tennessee",2021,"Toronto Blue Jays","Chad Dallas"
"11556",4,122,"JR","2B","University of Louisville",2021,"New York Yankees","Cooper Bowman"
"11557",4,123,"JR","OF","University of Arkansas",2021,"Chicago Cubs","Christian Franklin"
"11558",4,124,"JR","LHP","radley University",2021,"Chicago White Sox","Brooks Gosswein"
"11559",4,125,"JR","LHP","University of Georgia",2021,"Cleveland Indians","Ryan Webb"
"11560",4,126,"JR","SS","Texas Tech University",2021,"Atlanta Braves","Cal Conley"
"11561",4,127,"JR","OF","Cal State Northridge",2021,"Oakland Athletics","Denzel Clarke"
"11562",4,128,"JR","3B","Oklahoma State University",2021,"Minnesota Twins","Christian Encarnacion-Strand"
"11563",4,129,"JR","LHP","West Virginia University",2021,"San Diego Padres","Jackson Wolf"
"11564",4,130,"JR","OF","Texas Tech University",2021,"Tampa Bay Rays","Dru Baker"
"11565",4,131,"JR","RHP","UCLA",2021,"Los Angeles Dodgers","Nick Nastrini"
"11566",4,132,"JR","RHP","Ball State University",2021,"Houston Astros","Chayce McDermott"
"11567",5,133,"JR","3B","Dallas Baptist University",2021,"Pittsburgh Pirates","Glenn Jackson"
"11568",5,134,"JR","LHP","Georgia Premier Academy (Statesboro, GA)",2021,"Texas Rangers","Micah Bratt"
"11569",5,135,"JR","RHP","University of Notre Dame",2021,"Detroit Tigers","Tanner Kohlhepp"
"11570",5,136,"JR","C","University of Florida",2021,"Boston Red Sox","Nathan Hickey"
"11571",5,137,"JR","RHP","University of Texas - Arlington",2021,"Baltimore Orioles","Carlos Tavera"
"11572",5,138,"JR","C","University of North Carolina",2021,"Arizona Diamondbacks","Caleb Roberts"
"11573",5,139,"JR","RHP","Mississippi State University",2021,"Kansas City Royals","Eric Cerantola"
"11574",5,140,"JR","LHP","North Carolina State University",2021,"Colorado Rockies","Evan Justice"
"11575",5,141,"JR","RHP","University of South Carolina",2021,"Los Angeles Angels","Brett Kerry"
"11576",5,142,"JR","RHP","University of Florida",2021,"New York Mets","Christian Scott"
"11577",5,143,"JR","OF","Dorman High School (Roebuck, SC)",2021,"Washington Nationals","T.J. White"
"11578",5,144,"JR","C","Baylor University",2021,"Seattle Mariners","Andy Thomas"
"11579",5,145,"JR","RHP","University of Virginia",2021,"Philadelphia Phillies","Griff McGarry"
"11580",5,146,"JR","LHP","Yale University",2021,"San Francisco Giants","Rohan Handa"
"11581",5,147,"JR","SS","Duke University",2021,"Milwaukee Brewers","Ethan Murray"
"11582",5,148,"JR","OF","Wright State University",2021,"Houston Astros","Quincy Hamilton"
"11583",5,149,"JR","OF","University of South Carolina",2021,"Miami Marlins","Brady Allen"
"11584",5,150,"JR","RHP","University of South Carolina",2021,"Cincinnati Reds","Thomas Farr"
"11585",5,151,"JR","RHP","Villanova University",2021,"St. Louis Cardinals","Gordon Graceffo"
"11586",5,152,"JR","RHP","Calvary Christian Academy (Fort Lauderdale, FL)",2021,"Toronto Blue Jays","Irv Carter"
"11587",5,153,"JR","1B","University of Oklahoma",2021,"New York Yankees","Tyler Hardman"
"11588",5,154,"JR","SS","University of Tennessee",2021,"Chicago Cubs","Liam Spence"
"11589",5,155,"JR","RHP","Silverado High School (Las Vegas, NV)",2021,"Chicago White Sox","Tanner McDougal"
"11590",5,156,"JR","RHP","Cal State Fullerton",2021,"Cleveland Guardians","Tanner Bibee"
"11591",5,157,"JR","SS","Georgia Tech",2021,"Atlanta Braves","Luke Waddell"
"11592",5,158,"JR","C","Vanderbilt University",2021,"Oakland Athletics","CJ Rodriguez"
"11593",5,159,"JR","LHP","Mississippi State University",2021,"Minnesota Twins","Christian MacLeod"
"11594",5,160,"JR","2B","University of Tennessee",2021,"San Diego Padres","Max Ferguson"
"11595",5,161,"JR","OF","San Jacinto College North",2021,"Tampa Bay Rays","Mason Auer"
"11596",5,162,"JR","RHP","University of Connecticut",2021,"Los Angeles Dodgers","Ben Casparius"
"11597",6,163,"JR","2B","San Diego State University",2021,"Pittsburgh Pirates","Mike Jarvis"
"11598",6,164,"JR","RHP","University of Alabama",2021,"Texas Rangers","Chase Lee"
"11599",6,165,"JR","1B","North Carolina State University",2021,"Detroit Tigers","Austin Murr"
"11600",6,166,"JR","SS","Bonita Vista High School (Chula Vista, CA)",2021,"Boston Red Sox","Daniel McElveny"
"11601",6,167,"JR","SS","Tulane University",2021,"Baltimore Orioles","Collin Burns"
"11602",6,168,"JR","RHP","Kent State University",2021,"Arizona Diamondbacks","Luke Albright"
"11603",6,169,"JR","2B","Central Arizona College",2021,"Kansas City Royals","Dayton Dooney"
"11604",6,170,"JR","C","Texas Tech University",2021,"Colorado Rockies","Braxton Fulford"
"11605",6,171,"JR","RHP","University of Miami",2021,"Los Angeles Angels","Jake Smith"
"11606",6,172,"JR","RHP","Kansas State University",2021,"New York Mets","Carson Seymour"
"11607",6,173,"JR","LHP","University of Louisville",2021,"Washington Nationals","Michael Kirian"
"11608",6,174,"JR","RHP","California Polytechnic State University",2021,"Seattle Mariners","Bryan Woo"
"11609",6,175,"JR","RHP","Tampa Preparatory School (Tampa, FL)",2021,"Philadelphia Phillies","Jose Pena"
"11610",6,176,"JR","LHP","Ohio State University",2021,"San Francisco Giants","Seth Lonsway"
"11611",6,177,"JR","RHP","Florida SouthWestern State College",2021,"Milwaukee Brewers","Carlos Rodriguez"
"11612",6,178,"JR","RHP","University of Louisiana at Lafayette",2021,"Houston Astros","Spencer Arrighetti"
"11613",6,179,"JR","C","University of Alabama",2021,"Miami Marlins","Sam Praytor"
"11614",6,180,"JR","OF","University of North Carolina at Chapel Hill",2021,"Cincinnati Reds","Justice Thompson"
"11615",6,181,"JR","LHP","California State University, Long Beach",2021,"St. Louis Cardinals","Alfredo Ruiz"
"11616",6,182,"JR","RHP","Missouri State University",2021,"Toronto Blue Jays","Hayden Juenger"
"11617",6,183,"JR","RHP","Auburn University",2021,"New York Yankees","Richard Fitts"
"11618",6,184,"JR","LHP","Quincy University",2021,"Chicago Cubs","Riley Martin"
"11619",6,185,"JR","RHP","University of Mississippi",2021,"Chicago White Sox","Taylor Broadway"
"11620",6,186,"JR","RHP","University of Hawaii at Manoa",2021,"Cleveland Indians","Aaron Davenport"
"11621",6,187,"JR","3B","Georgia Institute of Technology",2021,"Atlanta Braves","Justyn-Henry Malloy"
"11622",6,188,"JR","RHP","University of California, Berkeley",2021,"Oakland Athletics","Grant Holman"
"11623",6,189,"JR","RHP","California State University, Sacramento",2021,"Minnesota Twins","Travis Adams"
"11624",6,190,"JR","RHP","West Virginia University",2021,"San Diego Padres","Ryan Bergert"
"11625",6,191,"JR","LHP","Texas Tech University",2021,"Tampa Bay Rays","Mason Montgomery"
"11626",6,192,"JR","RHP","Boston College",2021,"Los Angeles Dodgers","Emmet Sheehan"
"11627",7,193,"JR","C","San Diego State University",2021,"Pittsburgh Pirates","Wyatt Hendrie"
"11628",7,194,"JR","RHP","Virginia Commonwealth University",2021,"Texas Rangers","Bradford Webb"
"11629",7,195,"JR","LHP","Georgia Institute of Technology",2021,"Detroit Tigers","Brant Hurter"
"11630",7,196,"JR","RHP","University of Oklahoma",2021,"Boston Red Sox","Wyatt Olds"
"11631",7,197,"JR","C","University of Tennessee",2021,"Baltimore Orioles","Connor Pavolony"
"11632",7,198,"JR","RHP","California State University, Sacramento",2021,"Arizona Diamondbacks","Scott Randall"
"11633",7,199,"JR","LHP","University of Central Arkansas",2021,"Kansas City Royals","Noah Cameron"
"11634",7,200,"JR","LHP","University of Cincinnat",2021,"Colorado Rockies","Evan Shawver"
"11635",7,201,"JR","RHP","University of Arkansas",2021,"Los Angeles Angels","Ryan Costeiu"
"11636",7,202,"JR","SS","UCLA",2021,"New York Mets","Kevin Kendall"
"11637",7,203,"JR","OF","University of Florida",2021,"Washington Nationals","Jacob Young"
"11638",7,204,"JR","OF","Wofford College",2021,"Seattle Mariners","Colin Davis"
"11639",7,205,"JR","RHP","East Oklahoma State College",2021,"Philadelphia Phillies","Christian McGowan"
"11640",7,206,"JR","RHP","University of Maine",2021,"San Francisco Giants","Nick Sinacola"
"11641",7,207,"JR","OF","Southern Illinois University Carbondale",2021,"Milwaukee Brewers","Tristan Peters"
"11642",7,208,"JR","OF","Duke University",2021,"Houston Astros","Joey Loperfido"
"11643",7,209,"JR","RHP","Indiana University Bloomington",2021,"Miami Marlins","Gabe Bierman"
"11644",7,210,"JR","RHP","Oregon State University",2021,"Cincinnati Reds","Kevin Abel"
"11645",7,211,"JR","RHP","Regis Jesuit High School (Aurora, CO)",2021,"St. Louis Cardinals","Alec Willis"
"11646",7,212,"JR","OF","A. Crawford Mosley High School (Lynn Haven, FL)",2021,"Toronto Blue Jays","Jaden Rudd"
"11647",7,213,"JR","LHP","University of Oregon",2021,"New York Yankees","Robby Ahlstrom"
"11648",7,214,"JR","OF","Coastal Carolina University",2021,"Chicago Cubs","Parker Chavers"
"11649",7,215,"JR","RHP","Bradley University",2021,"Chicago White Sox","Theo Denlinger"
"11650",7,216,"JR","RHP","University of Florida",2021,"Cleveland Indians","Jack Leftwich"
"11651",7,217,"JR","RHP","Colleyville Heritage High School (Colleyville, TX)",2021,"Atlanta Braves","AJ Smith-Shawver"
"11652",7,218,"JR","3B","Gonzaga University",2021,"Oakland Athletics","Brett Harris"
"11653",7,219,"JR","3B","University of Tennessee",2021,"Minnesota Twins","Jake Rucker"
"11654",7,220,"JR","LHP","University of Southern Mississippi",2021,"San Diego Padres","Ryan Och"
"11655",7,221,"JR","RHP","Lee University",2021,"Tampa Bay Rays","Logan Workman"
"11656",7,222,"JR","RHP","Texas Tech University",2021,"Los Angeles Dodgers","Ryan Sublette"
"11657",8,223,"JR","RHP","University of California, Berkeley",2021,"Pittsburgh Pirates","Sean Sullivan"
"11658",8,224,"JR","LHP","Biola University",2021,"Texas Rangers","Larson Kindreich"
"11659",8,225,"JR","RHP","University of South Carolina Upstate",2021,"Detroit Tigers","Jordan Marks"
"11660",8,226,"JR","RHP","Texas Tech",2021,"Boston Red Sox","Dobbins Hunter"
"11661",8,227,"JR","C","Aledo High School (Aledo, TX)",2021,"Baltimore Orioles","Creed Willems"
"11662",8,228,"JR","3B","Marjory Stoneman-Douglas High School (Parkland, FL)",2021,"Arizona Diamondbacks","Gavin Conticello"
"11663",8,229,"JR","SS","Carlos Beltran Baseball Academy (Florida, PR)",2021,"Kanas City Royals","Ryan Cepero"
"11664",8,230,"JR","OF","Florida State University",2021,"Colorado Rockies","Robby Martin Jr."
"11665",8,231,"JR","LHP","Georgia Southern University",2021,"Los Angeles Angels","Nick Jones"
"11666",8,232,"JR","RHP","University of Virginia",2021,"New York Mets","Mike Vasil"
"11667",8,233,"JR","1B","Texas A&M University",2021,"Washington Nationals","Will Frizzell"
"11668",8,234,"JR","SS","Clemson University",2021,"Seattle Mariners","James Parker"
"11669",8,235,"JR","RHP","University of Oklahoma",2021,"Philadelphia Phillies","Jason Ruffcorn"
"11670",8,236,"JR","RHP","University of California, Berkeley",2021,"San Francisco Giants","Ian Villers"
"11671",8,237,"JR","2B","University of Minnesota",2021,"Milwaukee Brewers","Zack Raabe"
"11672",8,238,"JR","LHP","University of Central Florida",2021,"Houston Astros","Colton Gordon"
"11673",8,239,"JR","LHP","Texas Tech University",2021,"Miami Marlins","Pat Monteverde"
"11674",8,240,"JR","RHP","Florence-Darlington Technical College",2021,"Cincinnati Reds","Hunter Parks"
"11675",8,241,"JR","LF","University of Texas at Austin",2021,"St. Louis Cardinals","Mike Antico"
"11676",8,242,"JR","RHP","Old Dominion University",2021,"Toronto Blue Jays","Hunter Gregory"
"11677",8,243,"JR","RHP","Southeastern Louisiana University",2021,"New York Yankees","Will Warren"
"11678",8,244,"JR","C","University of Arkansas",2021,"Chicago Cubs","Casey Opitz"
"11679",8,245,"JR","LHP","Liberty University",2021,"Chicago White Sox","Fraser Ellard"
"11680",8,246,"JR","LHP","University of California, Santa Barbara",2021,"Cleveland Indians","Rodney Boone"
"11681",8,247,"JR","OF","McKinney Boyd High School (McKinney, TX)",2021,"Atlanta Braves","Tyler Collins"
"11682",8,248,"JR","SS","Arizona State University",2021,"Oakland Athletics","Drew Swift"
"11683",8,249,"JR","C","UCLA",2021,"Minnesota Twins","Noah Cardenas"
"11684",8,250,"JR","2B","University of Louisville",2021,"San Diego Padres","Lucas Dunn"
"11685",8,251,"JR","LHP","University of Arkansas",2021,"Tampa Bay Rays","Patrick Wicklander"
"11686",8,252,"JR","LHP","University of Georgia",2021,"Los Angeles Dodgers","Ben Harris"
"11687",9,253,"JR","OF","University of Louisville",2021,"Pittsburgh Pirates","Luke Brown"
"11688",9,254,"JR","C","Arkansas State University",2021,"Texas Rangers","Liam Hicks"
"11689",9,255,"JR","RHP","Ohio State University",2021,"Detroit Tigers","Garrett Burhenn"
"11690",9,256,"JR","3B","Auburn University",2021,"Boston Red Sox","Tyler Miller"
"11691",9,257,"JR","3B","California State University, Fresno",2021,"Baltimore Orioles","Ryan Higgins"
"11692",9,258,"JR","LHP","Kennesaw State University",2021,"Arizona Diamondbacks","Jake Rice"
"11693",9,259,"JR","OF","Louisiana Tech University",2021,"Kansas City Royals","Parker Bates"
"11694",9,260,"JR","RHP","University of Oregon",2021,"Colorado Rockies","Cullen Kafka"
"11695",9,261,"JR","RHP","Tulane University",2021,"Los Angeles Angels","Braden Olthoff"
"11696",9,262,"JR","RHP","Northwestern State University of Louisiana",2021,"New York Mets","Levi David"
"11697",9,263,"JR","RHP","University of Texas at Austin",2021,"Washington Nationals","Cole Quintanilla"
"11698",9,264,"JR","OF","Campbell University",2021,"Seattle Mariners","Spencer Packard"
"11699",9,265,"JR","OF","Heritage High School (Brentwood, CA)",2021,"Philadelphia Phillies","Gavin Tonkel"
"11700",9,266,"JR","RHP","Central Arizona College",2021,"San Francisco Giants","Mat Olsen"
"11701",9,267,"JR","RHP","University of South Carolina",2021,"Milwaukee Brewers","Brannon Jordan"
"11702",9,268,"JR","RHP","Middle Tennessee State University",2021,"Houston Astros","Aaron Brown"
"11703",9,269,"JR","RHP","Wright State University",2021,"Miami Marlins","Jake Schrand"
"11704",9,270,"JR","OF","Sam Houston State University",2021,"Cincinnati Reds","Jack Rogers"
"11705",9,271,"JR","RHP","Angelo State University",2021,"St. Louis Cardinals","Trent Baker"
"11706",9,272,"JR","RHP","Pennsylvania State University",2021,"Toronto Blue Jays","Conor Larkin"
"11707",9,273,"JR","RHP","University of Southern California",2021,"New York Yankees","Chandler Champlain"
"11708",9,274,"JR","LHP","Oregon State University",2021,"Chicago Cubs","Chase Watkins"
"11709",9,275,"JR","LHP","University of Arizona",2021,"Chicago White Sox","Gil Luna"
"11710",9,276,"JR","LHP","McNeese State University",2021,"Cleveland Indians","Will Dion"
"11711",9,277,"JR","C","Bryant University",2021,"Atlanta Braves","Liam McGill"
"11712",9,278,"JR","C","University of San Diego",2021,"Oakland Athletics","Shane McGuire"
"11713",9,279,"JR","C","University of Connecticut",2021,"Minnesota Twins","Pat Winkel"
"11714",9,280,"JR","RHP","University of British Columbia",2021,"San Diego Padres","Garrett Hawkins"
"11715",9,281,"JR","LHP","Florida SouthWestern State College",2021,"Tampa Bay Rays","Alex Ayala Jr."
"11716",9,282,"JR","LHP","University of Arkansas",2021,"Los Angeles Dodgers","Lael Lockhart"
"11717",10,283,"JR","RHP","Eastern Michigan University",2021,"Pittsburgh Pirates","Justin Meis"
"11718",10,284,"JR","LHP","Rowan College of South Jersey",2021,"Minnesota Twins","C.J. Widger"
"11719",10,285,"JR","OF","University of Kentucky",2021,"Detroit Tigers","Austin Schultz"
"11720",10,286,"JR","RHP","Indiana University Bloomington",2021,"Boston Red Sox","Matt Litwicki"
"11721",10,287,"JR","OF","Pepperdine University",2021,"Baltimore Orioles","Billy Cook"
"11722",10,288,"JR","LHP","Vanderbilt University",2021,"Arizona Diamondbacks","Hugh Fisher"
"11723",10,289,"JR","LHP","Virginia Polytechnic Institute and State University",2021,"Kansas City Royals","Shane Connolly"
"11724",10,290,"JR","OF","Kansas State University",2021,"Colorado Rockies","Zach Kokoska"
"11725",10,291,"JR","RHP","University of South Carolina",2021,"Los Angeles Angels","Andrew Peters"
"11726",10,292,"JR","LHP","Clemson University",2021,"New York Mets","Keyshawn Askew"
"11727",10,293,"JR","2B","University of California, Berkeley",2021,"Washington Nationals","Darren Baker"
"11728",10,294,"JR","RHP","Georgia Southern University",2021,"Seattle Mariners","Jordan Jackson"
"11729",10,295,"JR","OF","Troy University",2021,"Philadelphia Phillies","Logan Cerny"
"11730",10,296,"JR","OF","Florida Southern College",2021,"San Francisco Giants","Vaun Brown"
"11731",10,297,"JR","1B","University of South Carolina",2021,"Milwaukee Brewers","Wes Clarke"
"11732",10,298,"JR","OF","University of South Alabama",2021,"Houston Astros","Michael Sandle"
"11733",10,299,"JR","RHP","Florida State University",2021,"Miami Marlins","Hunter Perdue"
"11734",10,300,"JR","RHP","Tulane University",2021,"Cincinnati Reds","Donovan Benoit"
"11735",10,301,"JR","3B","Azusa Pacific University",2021,"St. Louis Cardinals","Osvaldo Tovalin"
"11736",10,302,"JR","RHP","University of Louisiana at Lafayette",2021,"Toronto Blue Jays","Connor Cooke"
"11737",10,303,"JR","SS","University of Maryland",2021,"New York Yankees","Benjamin Cowles"
"11738",10,304,"JR","OF","Duke University",2021,"Chicago Cubs","Peter Matt"
"11739",10,305,"JR","LHP","Indiana University Bloomington",2021,"Chicago White Sox","Tommy Sommer"
"11740",10,306,"JR","RHP","University of Florida",2021,"Cleveland Indians","Franco Aleman"
"11741",10,307,"JR","RHP","No School Attended",2021,"Atlanta Braves","Dylan Spain"
"11742",10,308,"JR","SS","University of San Francisco",2021,"Oakland Athletics","Jack Winkler"
"11743",10,309,"JR","SS","Gonzaga University",2021,"Minnesota Twins","Ernie Yake"
"11744",10,310,"JR","C","Quinnipiac University",2021,"San Diego Padres","Colton Bender"
"11745",10,311,"JR","RHP","North Carolina Central University",2021,"Tampa Bay Rays","Austin Vernon"
"11746",10,312,"JR","RHP","Saint Mary's College of California",2021,"Los Angeles Dodgers","Michael Hobbs"
"11747",11,313,"JR","RHP","Duke University",2021,"Pittsburgh Pirates","Jack Carey"
"11748",11,314,"JR","OF","Escambia High School (Pensacola, FL)",2021,"Texas Rangers","JoJo Blackmon"
"11749",11,315,"JR","C","University of Central Florida",2021,"Detroit Tigers","Josh Crouch"
"11750",11,316,"JR","1B","University of Notre Dame",2021,"Boston Red Sox","Niko Kavadas"
"11751",11,317,"JR","RHP","University of Pittsburgh at Johnstown",2021,"Baltimore Orioles","Dylan Heid"
"11752",11,318,"JR","2B","Stanford University",2021,"Arizona Diamondbacks","Tim Tawa"
"11753",11,319,"JR","IF","Magee High School (Magee, MS)",2021,"Kansas City Royals","Brennon McNair"
"11754",11,320,"JR","SS","University of Virginia",2021,"Colorado Rockies","Nic Kent"
"11755",11,321,"JR","RHP","University of Arizona",2021,"Los Angeles Angels","Chase Silseth"
"11756",11,322,"JR","OF","Mississippi State University",2021,"New York Mets","Rowdey Jordan"
"11757",11,323,"JR","RHP","Florida SouthWestern State College",2021,"Washington Nationals","Marc Davis"
"11758",11,324,"JR","RHP","Wake Forest University",2021,"Seattle Mariners","William Fleming"
"11759",11,325,"JR","RHP","Chipola College",2021,"Philadelphia Phillies","Andrew Baker"
"11760",11,326,"JR","OF","Marian Catholic High School (Chicago Heights, IL)",2021,"San Francisco Giants","Donovan McIntyre"
"11761",11,327,"JR","OF","Thousand Oaks High School (Thousand Oaks, CA)",2021,"Milwaukee Brewers","Roc Riggio"
"11762",11,328,"JR","SS","University of Portland",2021,"Houston Astros","Chad Stevens"
"11763",11,329,"JR","RHP","UCLA",2021,"Miami Marlins","Jesse Bergin"
